user_id_clean,alert_count,critical_alert_count,high_alert_count,unresolved_alert_count,unresolved_critical_count,malware_or_ransomware_count,powershell_count,lateral_movement_count,credential_access_count,tampering_count,usb_count,impossible_resolution_count,inactive_user_activity_count,identity_join_review_count,associated_user_count,risk_score,risk_reasons,critical_severity_points,high_severity_points,unresolved_critical_points,malware_ransomware_points,powershell_points,lateral_movement_points,credential_access_points,tampering_points,usb_points,impossible_resolution_points,inactive_user_points,identity_review_points,risk_band,full_name,department,employee_status
EMP12251,2,0,2,2,0,1,1,0,0,0,0,0,0,1,1,12,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 identity review concern(s),0,6,0,3,2,0,0,0,0,0,0,1,High,Isaac Rajagopal,Mktg,Active
EMP12408,2,1,0,2,1,0,0,0,2,0,0,0,0,0,1,12,1 critical alert(s); 1 unresolved critical alert(s); 2 credential-access alert(s),5,0,3,0,0,0,4,0,0,0,0,0,High,Laban Dewan,Supply Chain,Active
EMP12410,2,0,0,2,0,1,0,1,0,0,0,0,2,1,1,12,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 2 inactive-user event(s); 1 identity review concern(s),0,0,0,3,0,2,0,0,0,0,6,1,High,Samar Tank,Operations,Disabled
EMP12415,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,12,1 critical alert(s); 1 malware/ransomware alert(s),5,3,0,3,0,0,0,0,1,0,0,0,High,Naveen Tara,Information Tech,Active
EMP12470,2,0,1,1,0,0,0,0,0,0,2,0,2,1,1,12,2 inactive-user event(s); 1 identity review concern(s),0,3,0,0,0,0,0,0,2,0,6,1,High,Saanvi Manda,Finance,Inactive
EMP12490,2,0,1,2,0,0,0,0,1,0,1,0,2,0,1,12,1 credential-access alert(s); 2 inactive-user event(s),0,3,0,0,0,0,2,0,1,0,6,0,High,Laban Sridhar,Hr Dept,Inactive
EMP12527,2,0,0,2,0,1,1,0,0,0,0,0,2,1,1,12,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 inactive-user event(s); 1 identity review concern(s),0,0,0,3,2,0,0,0,0,0,6,1,High,Joshua Dash,Ops Team,Disabled
EMP12562,2,0,0,1,0,1,1,0,0,0,0,0,2,1,1,12,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 inactive-user event(s); 1 identity review concern(s),0,0,0,3,2,0,0,0,0,0,6,1,High,Xiti Murty,It,Inactive
EMP12627,2,0,2,2,0,0,0,1,1,0,0,0,0,2,1,12,1 lateral-movement alert(s); 1 credential-access alert(s); 2 identity review concern(s),0,6,0,0,0,2,2,0,0,0,0,2,High,Brijesh Chaudry,Marketing,Active
EMP12704,2,0,0,1,0,1,1,0,0,0,0,0,2,1,1,12,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 inactive-user event(s); 1 identity review concern(s),0,0,0,3,2,0,0,0,0,0,6,1,High,Vedhika Khatri,Procurement Team,Disabled
EMP12731,2,1,0,2,1,0,0,0,0,0,2,0,0,2,1,12,1 critical alert(s); 1 unresolved critical alert(s); 2 identity review concern(s),5,0,3,0,0,0,0,0,2,0,0,2,High,Shivansh Mani,Purchase,Active
EMP12824,2,0,0,2,0,2,0,0,0,0,0,0,2,0,1,12,2 malware/ransomware alert(s); 2 inactive-user event(s),0,0,0,6,0,0,0,0,0,0,6,0,High,Dominic Borde,Operations Dept,Inactive
EMP12894,2,0,2,2,0,2,0,0,0,0,0,0,0,0,1,12,2 malware/ransomware alert(s),0,6,0,6,0,0,0,0,0,0,0,0,High,Yashawini Saran,Legal Dept,Active
EMP12896,2,1,0,1,0,1,1,0,0,0,0,0,0,2,1,12,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),5,0,0,3,2,0,0,0,0,0,0,2,High,Pahal Shere,Legal Dept,Active
EMP12926,2,1,0,1,1,0,1,1,0,0,0,0,0,0,1,12,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),5,0,3,0,2,2,0,0,0,0,0,0,High,Ronith Bhatti,Sales,Active
EMP10595,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,12,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 identity review concern(s),5,0,3,3,0,0,0,0,0,0,0,1,High,Chaitanya Sodhi,Cs,Active
EMP11477,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,12,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 identity review concern(s),5,0,3,3,0,0,0,0,0,0,0,1,High,Odika Mann,Ops Team,Active
EMP12434,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,12,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s); 1 identity review concern(s),5,0,3,3,0,0,0,0,0,0,0,1,High,Radha Arya,Sales,Active
EMP10420,7,0,0,5,0,2,0,1,1,0,1,0,0,0,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,0,0,6,0,2,2,0,1,0,0,0,High,Yauvani Narasimhan,Business Sales,Active
EMP10270,5,0,0,3,0,1,0,2,1,0,0,1,0,1,1,11,1 malware/ransomware alert(s); 2 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,0,0,3,0,4,2,0,0,1,0,1,High,Upkaar Doshi,Ops Team,Active
EMP10350,5,0,1,5,0,2,0,1,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s),0,3,0,6,0,2,0,0,0,0,0,0,High,Ansh Majumdar,Finance,Active
EMP10437,5,0,0,3,0,2,0,2,0,0,0,0,0,1,1,11,2 malware/ransomware alert(s); 2 lateral-movement alert(s); 1 identity review concern(s),0,0,0,6,0,4,0,0,0,0,0,1,High,Wazir Parikh,Sales,Active
EMP11566,5,0,0,4,0,2,1,0,0,0,2,0,0,1,1,11,2 malware/ransomware alert(s); 1 PowerShell alert(s); 1 identity review concern(s),0,0,0,6,2,0,0,0,2,0,0,1,High,Ekani Panchal,Human Resource,Active
EMP11629,5,0,0,4,0,2,0,0,2,0,1,0,0,0,1,11,2 malware/ransomware alert(s); 2 credential-access alert(s),0,0,0,6,0,0,4,0,1,0,0,0,High,Max Subramanian,Innovation,Active
EMP11774,5,0,1,5,0,1,1,0,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,2,0,2,0,0,0,0,1,High,Oliver Gokhale,Customer Support,Active
EMP11807,5,1,0,2,0,0,0,1,1,0,2,0,0,0,1,11,1 critical alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),5,0,0,0,0,2,2,0,2,0,0,0,High,Waida Rai,Business Sales,Active
EMP11908,5,0,1,5,0,0,0,2,2,0,0,0,0,0,1,11,2 lateral-movement alert(s); 2 credential-access alert(s),0,3,0,0,0,4,4,0,0,0,0,0,High,Hitesh Keer,Support,On Leave
EMP12025,5,0,1,4,0,1,0,1,1,0,1,0,0,0,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,3,0,2,2,0,1,0,0,0,High,Oliver Devan,Rnd,Active
EMP12856,5,0,0,5,0,0,2,1,2,0,0,0,0,1,1,11,2 PowerShell alert(s); 1 lateral-movement alert(s); 2 credential-access alert(s); 1 identity review concern(s),0,0,0,0,4,2,4,0,0,0,0,1,High,Bishakha Vohra,Procurement Team,Active
EMP10045,4,0,1,3,0,0,4,0,0,0,0,0,0,0,1,11,4 PowerShell alert(s),0,3,0,0,8,0,0,0,0,0,0,0,High,Kiaan Sen,Marketing,Active
EMP10153,4,0,0,2,0,1,1,1,0,0,0,0,0,4,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 4 identity review concern(s),0,0,0,3,2,2,0,0,0,0,0,4,High,Arunima Lanka,Operations,Active
EMP10348,4,0,0,3,0,1,1,0,2,0,0,0,0,2,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 credential-access alert(s); 2 identity review concern(s),0,0,0,3,2,0,4,0,0,0,0,2,High,Nirja Wable,Customer Support,Active
EMP10454,4,0,1,2,0,1,2,0,0,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 2 PowerShell alert(s); 1 identity review concern(s),0,3,0,3,4,0,0,0,0,0,0,1,High,Udyati Rastogi,Purchase,Active
EMP10494,4,0,1,4,0,1,0,0,0,0,3,0,0,2,1,11,1 malware/ransomware alert(s); 2 identity review concern(s),0,3,0,3,0,0,0,0,3,0,0,2,High,Anvi Chakrabarti,Legal,Active
EMP10538,4,0,0,4,0,3,0,0,1,0,0,0,0,0,1,11,3 malware/ransomware alert(s); 1 credential-access alert(s),0,0,0,9,0,0,2,0,0,0,0,0,High,Indali Dora,Customer Support,Active
EMP10578,4,0,1,3,0,2,1,0,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 PowerShell alert(s),0,3,0,6,2,0,0,0,0,0,0,0,High,Janaki Halder,Research And Development,Active
EMP10615,4,0,2,3,0,0,1,1,0,0,0,0,0,1,1,11,1 PowerShell alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),0,6,0,0,2,2,0,0,0,0,0,1,High,Nikita Majumdar,Business Sales,Active
EMP10868,4,0,0,2,0,0,1,1,1,0,1,0,0,4,1,11,1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 4 identity review concern(s),0,0,0,0,2,2,2,0,1,0,0,4,High,Raghav Kannan,Information Tech,Active
EMP11178,4,0,1,2,0,0,1,1,1,0,1,1,0,0,1,11,1 PowerShell alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),0,3,0,0,2,2,2,0,1,1,0,0,High,Mason Goyal,Purchase,Active
EMP11238,4,0,0,2,0,1,1,1,0,0,0,0,0,4,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 4 identity review concern(s),0,0,0,3,2,2,0,0,0,0,0,4,High,Brinda Kade,Operations Dept,On Leave
EMP11432,4,0,1,4,0,1,1,1,0,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),0,3,0,3,2,2,0,0,0,0,0,1,High,Vasudha Dass,It Support,Active
EMP11501,4,0,2,2,0,0,2,0,0,0,1,0,0,0,1,11,2 PowerShell alert(s),0,6,0,0,4,0,0,0,1,0,0,0,High,Bakhshi Swamy,Sales,Active
EMP11517,4,0,0,3,0,1,0,0,2,0,1,1,0,2,1,11,1 malware/ransomware alert(s); 2 credential-access alert(s); 2 identity review concern(s),0,0,0,3,0,0,4,0,1,1,0,2,High,Anita Dutt,Hr,Active
EMP11556,4,0,1,2,0,1,0,0,2,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 2 credential-access alert(s); 1 identity review concern(s),0,3,0,3,0,0,4,0,0,0,0,1,High,Bishakha Mangat,Operations,Active
EMP11672,4,0,0,3,0,2,0,1,0,0,0,0,0,3,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),0,0,0,6,0,2,0,0,0,0,0,3,High,Ishwar Ganesan,Mkt,Active
EMP11938,4,1,0,1,0,0,0,1,1,0,2,0,0,0,1,11,1 critical alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s),5,0,0,0,0,2,2,0,2,0,0,0,High,Omya Choudhury,Operations,Active
EMP12066,4,0,0,3,0,3,0,1,0,0,0,0,0,0,1,11,3 malware/ransomware alert(s); 1 lateral-movement alert(s),0,0,0,9,0,2,0,0,0,0,0,0,High,David Sampath,Customer Care,Active
EMP12097,4,0,1,3,0,1,1,1,0,0,1,0,0,0,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s),0,3,0,3,2,2,0,0,1,0,0,0,High,Rachit Balan,R&D,Active
EMP12108,4,0,1,4,0,2,0,0,0,0,2,0,0,0,1,11,2 malware/ransomware alert(s),0,3,0,6,0,0,0,0,2,0,0,0,High,Yug Rajan,Human Resource,Active
EMP12133,4,0,1,4,0,0,1,1,0,0,0,2,0,2,1,11,1 PowerShell alert(s); 1 lateral-movement alert(s); 2 identity review concern(s),0,3,0,0,2,2,0,0,0,2,0,2,High,Kashvi Badal,Customer Support,On Leave
EMP12149,4,0,0,2,0,1,2,0,0,0,1,0,0,3,1,11,1 malware/ransomware alert(s); 2 PowerShell alert(s); 3 identity review concern(s),0,0,0,3,4,0,0,0,1,0,0,3,High,Teerth Chowdhury,Legal,Active
EMP12213,4,0,0,3,0,1,0,1,1,0,1,0,0,3,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 3 identity review concern(s),0,0,0,3,0,2,2,0,1,0,0,3,High,Vidhi Sabharwal,Rnd,Active
EMP12231,4,0,0,2,0,2,0,0,1,0,0,0,0,3,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s); 3 identity review concern(s),0,0,0,6,0,0,2,0,0,0,0,3,High,Bhavika Kala,It Dept,Active
EMP12556,4,0,1,4,0,1,0,0,0,0,1,0,0,4,1,11,1 malware/ransomware alert(s); 4 identity review concern(s),0,3,0,3,0,0,0,0,1,0,0,4,High,Siya Baria,Operations,Active
EMP12868,4,0,1,2,0,0,1,2,0,0,0,0,0,2,1,11,1 PowerShell alert(s); 2 lateral-movement alert(s); 2 identity review concern(s),0,3,0,0,2,4,0,0,0,0,0,2,High,Jason Goda,Purch,Active
EMP10092,3,1,0,2,0,1,0,1,0,0,1,0,0,0,1,11,1 critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,0,3,0,2,0,0,1,0,0,0,High,Dakshesh Ramakrishnan,Operations,Active
EMP10196,3,1,0,2,0,0,0,2,0,0,0,0,0,2,1,11,1 critical alert(s); 2 lateral-movement alert(s); 2 identity review concern(s),5,0,0,0,0,4,0,0,0,0,0,2,High,Omaja Soman,Ops Team,Active
EMP10221,3,0,1,1,0,1,1,0,0,0,1,0,0,2,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 2 identity review concern(s),0,3,0,3,2,0,0,0,1,0,0,2,High,Wakeeta Sur,Ops,
EMP10254,3,0,1,1,0,2,0,1,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s),0,3,0,6,0,2,0,0,0,0,0,0,High,Wriddhish Arora,Finance,Active
EMP10402,3,0,1,3,0,2,0,1,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s),0,3,0,6,0,2,0,0,0,0,0,0,High,Bhavini Gaba,Support,Active
EMP10422,3,0,2,1,0,1,0,0,0,0,1,0,0,1,1,11,1 malware/ransomware alert(s); 1 identity review concern(s),0,6,0,3,0,0,0,0,1,0,0,1,High,Yuvraj Bahl,Brand Team,Active
EMP10430,3,0,1,2,0,1,1,0,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,2,0,2,0,0,0,0,1,High,Dhruv Bose,Compliance,Active
EMP10519,3,0,1,2,0,1,1,0,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,2,0,2,0,0,0,0,1,High,Joshua Modi,Business Sales,Active
EMP10570,3,0,1,2,0,2,1,0,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 PowerShell alert(s),0,3,0,6,2,0,0,0,0,0,0,0,High,Lila Rajagopalan,R&D,Active
EMP10634,3,0,1,2,0,2,1,0,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 PowerShell alert(s),0,3,0,6,2,0,0,0,0,0,0,0,High,Utkarsh Murty,Procurement Team,Active
EMP10679,3,0,1,3,0,2,0,0,1,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,0,0,0,0,High,Ira Khanna,It Support,Active
EMP10735,3,0,1,1,0,1,1,0,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,2,0,2,0,0,0,0,1,High,Chatresh Murthy,Information Tech,Active
EMP10765,3,0,2,2,0,0,0,1,1,0,0,0,0,1,1,11,1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,6,0,0,0,2,2,0,0,0,0,1,High,Fiyaz Narayanan,Accounts,Active
EMP10781,3,0,0,1,0,2,0,0,1,0,0,0,0,3,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s); 3 identity review concern(s),0,0,0,6,0,0,2,0,0,0,0,3,High,,,
EMP10791,3,0,1,2,0,2,0,0,1,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,0,0,0,0,High,Ishani Date,Finance,Active
EMP10828,3,1,0,2,1,0,0,0,1,0,0,0,0,1,1,11,1 critical alert(s); 1 unresolved critical alert(s); 1 credential-access alert(s); 1 identity review concern(s),5,0,3,0,0,0,2,0,0,0,0,1,High,Vincent Anne,Hr Dept,Active
EMP10885,3,0,1,3,0,2,1,0,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 PowerShell alert(s),0,3,0,6,2,0,0,0,0,0,0,0,High,Tara Dash,Legal,On Leave
EMP10933,3,0,2,0,0,1,0,0,0,0,2,0,0,0,1,11,1 malware/ransomware alert(s),0,6,0,3,0,0,0,0,2,0,0,0,High,Saksham Balay,Human Resource,Active
EMP10961,3,0,2,2,0,1,0,0,1,0,0,0,0,0,1,11,1 malware/ransomware alert(s); 1 credential-access alert(s),0,6,0,3,0,0,2,0,0,0,0,0,High,Samar Deep,Information Technology,Active
EMP11057,3,0,1,1,0,2,0,1,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s),0,3,0,6,0,2,0,0,0,0,0,0,High,Turvi Devan,Purch,Active
EMP11075,3,0,0,2,0,0,0,1,0,0,0,0,3,0,1,11,1 lateral-movement alert(s); 3 inactive-user event(s),0,0,0,0,0,2,0,0,0,0,9,0,High,Gopal Uppal,Purchase,Inactive
EMP11090,3,0,1,3,0,1,0,1,0,0,0,0,0,3,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),0,3,0,3,0,2,0,0,0,0,0,3,High,,,
EMP11100,3,0,2,3,0,1,1,0,0,0,0,0,0,0,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s),0,6,0,3,2,0,0,0,0,0,0,0,High,Vasatika Buch,Operations,Active
EMP11109,3,0,1,2,0,1,0,0,1,0,0,0,0,3,1,11,1 malware/ransomware alert(s); 1 credential-access alert(s); 3 identity review concern(s),0,3,0,3,0,0,2,0,0,0,0,3,High,Ekapad Murthy,Call Center,Active
EMP11123,3,0,1,3,0,1,0,0,2,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 2 credential-access alert(s); 1 identity review concern(s),0,3,0,3,0,0,4,0,0,0,0,1,High,Samesh Tak,Accounts,Active
EMP11177,3,0,1,2,0,2,0,0,1,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,0,0,0,0,High,Lekha Jhaveri,Legal,Active
EMP11261,3,0,2,2,0,1,0,0,0,0,0,0,0,2,1,11,1 malware/ransomware alert(s); 2 identity review concern(s),0,6,0,3,0,0,0,0,0,0,0,2,High,Krishna Nayar,Cs,Active
EMP11307,3,0,2,1,0,0,0,1,0,0,0,0,0,3,1,11,1 lateral-movement alert(s); 3 identity review concern(s),0,6,0,0,0,2,0,0,0,0,0,3,High,Ethan Narasimhan,Legal,Active
EMP11327,3,0,1,2,0,1,1,0,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,2,0,2,0,0,0,0,1,High,Zayyan Naidu,Hr Dept,Active
EMP11412,3,1,0,2,0,1,1,0,0,0,0,0,0,1,1,11,1 critical alert(s); 1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 identity review concern(s),5,0,0,3,2,0,0,0,0,0,0,1,High,Praneel Panchal,Marketing Dept,Active
EMP11422,3,1,0,1,0,1,0,1,0,0,1,0,0,0,1,11,1 critical alert(s); 1 malware/ransomware alert(s); 1 lateral-movement alert(s),5,0,0,3,0,2,0,0,1,0,0,0,High,Rishi Contractor,Cs,Active
EMP11508,3,1,0,3,1,0,1,0,0,0,1,0,0,0,1,11,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s),5,0,3,0,2,0,0,0,1,0,0,0,High,Qarin Prabhu,Accounts,Active
EMP11585,3,0,1,1,0,1,0,1,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,0,2,2,0,0,0,0,1,High,Ekantika Natarajan,Sales,Active
EMP11704,3,0,1,3,0,0,1,1,0,0,1,0,0,3,1,11,1 PowerShell alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),0,3,0,0,2,2,0,0,1,0,0,3,High,Abeer Goel,Mkt,Active
EMP11793,3,0,2,2,0,1,1,0,0,0,0,0,0,0,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s),0,6,0,3,2,0,0,0,0,0,0,0,High,Nathan Mall,Innovation,Active
EMP11900,3,0,1,2,0,2,0,0,1,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,0,0,0,0,High,Chanakya Bora,Research And Development,Active
EMP12120,3,0,1,2,0,2,0,0,1,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,0,0,0,0,High,Sachi Brar,Brand Team,Active
EMP12288,3,0,1,2,0,2,0,0,1,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 credential-access alert(s),0,3,0,6,0,0,2,0,0,0,0,0,High,Vasatika Ravi,Operations Dept,Active
EMP12294,3,0,1,1,0,1,1,1,0,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 lateral-movement alert(s); 1 identity review concern(s),0,3,0,3,2,2,0,0,0,0,0,1,High,Avni Bhagat,Legal,Active
EMP12416,3,0,1,2,0,0,2,0,0,0,1,0,0,3,1,11,2 PowerShell alert(s); 3 identity review concern(s),0,3,0,0,4,0,0,0,1,0,0,3,High,Harish Bhatia,Legal,Active
EMP12462,3,0,0,1,0,2,0,1,0,0,0,0,0,3,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),0,0,0,6,0,2,0,0,0,0,0,3,High,Chavvi Prashad,It,Active
EMP12488,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,11,1 critical alert(s); 1 credential-access alert(s),5,3,0,0,0,0,2,0,1,0,0,0,High,Jhalak Ben,Operations,Active
EMP12513,3,0,1,2,0,1,0,1,0,0,0,0,0,3,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 3 identity review concern(s),0,3,0,3,0,2,0,0,0,0,0,3,High,Chakradev Chakraborty,Call Center,Active
EMP12542,3,0,2,2,0,0,0,1,1,0,0,0,0,1,1,11,1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,6,0,0,0,2,2,0,0,0,0,1,High,Karan Bala,Business Sales,Active
EMP12572,3,0,2,1,0,0,1,0,1,0,1,0,0,0,1,11,1 PowerShell alert(s); 1 credential-access alert(s),0,6,0,0,2,0,2,0,1,0,0,0,High,Nathan Wali,Mktg,Active
EMP12614,3,1,0,2,0,1,0,0,0,0,0,0,0,3,1,11,1 critical alert(s); 1 malware/ransomware alert(s); 3 identity review concern(s),5,0,0,3,0,0,0,0,0,0,0,3,High,Anusha Bhargava,Customer Care,Active
EMP12670,3,0,1,2,0,0,0,1,2,0,0,1,0,1,1,11,1 lateral-movement alert(s); 2 credential-access alert(s); 1 identity review concern(s),0,3,0,0,0,2,4,0,0,1,0,1,High,Maanas Tata,Procurement,Active
EMP12770,3,0,2,3,0,1,0,0,0,0,1,0,0,1,1,11,1 malware/ransomware alert(s); 1 identity review concern(s),0,6,0,3,0,0,0,0,1,0,0,1,High,Azad Ahluwalia,Finance,Active
EMP12787,3,0,1,2,0,1,0,1,1,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s); 1 credential-access alert(s); 1 identity review concern(s),0,3,0,3,0,2,2,0,0,0,0,1,High,Sachi Sane,Cs,Active
EMP12820,3,0,1,1,0,2,1,0,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 PowerShell alert(s),0,3,0,6,2,0,0,0,0,0,0,0,High,Chandran Ganesan,Legal,Active
EMP12882,3,0,1,2,0,1,2,0,0,0,0,0,0,1,1,11,1 malware/ransomware alert(s); 2 PowerShell alert(s); 1 identity review concern(s),0,3,0,3,4,0,0,0,0,0,0,1,High,Hemangini Dhaliwal,Legal,Active
EMP12888,3,0,1,3,0,1,1,0,1,0,0,1,0,0,1,11,1 malware/ransomware alert(s); 1 PowerShell alert(s); 1 credential-access alert(s),0,3,0,3,2,0,2,0,0,1,0,0,High,Mekhala Jani,Operations,Active
EMP12917,3,0,2,2,0,1,0,0,1,0,0,0,0,0,1,11,1 malware/ransomware alert(s); 1 credential-access alert(s),0,6,0,3,0,0,2,0,0,0,0,0,High,Charita Mannan,Sales,Active
EMP12959,3,0,1,2,0,2,0,1,0,0,0,0,0,0,1,11,2 malware/ransomware alert(s); 1 lateral-movement alert(s),0,3,0,6,0,2,0,0,0,0,0,0,High,Libni Lala,Sales,Active
EMP10108,2,1,0,2,1,0,0,1,0,0,1,0,0,0,1,11,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s),5,0,3,0,0,2,0,0,1,0,0,0,High,Aahana Samra,Rnd,Active
EMP10167,2,0,2,1,0,0,0,0,1,0,1,1,0,1,1,11,1 credential-access alert(s); 1 identity review concern(s),0,6,0,0,0,0,2,0,1,1,0,1,High,Kamala Babu,Legal Dept,Active
EMP10393,2,0,2,1,0,0,0,1,0,0,1,0,0,2,1,11,1 lateral-movement alert(s); 2 identity review concern(s),0,6,0,0,0,2,0,0,1,0,0,2,High,,,
EMP10520,2,1,0,2,1,1,0,0,0,0,0,0,0,0,1,11,1 critical alert(s); 1 unresolved critical alert(s); 1 malware/ransomware alert(s),5,0,3,3,0,0,0,0,0,0,0,0,High,Diya Tandon,It,On Leave
EMP10573,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,11,1 critical alert(s); 2 malware/ransomware alert(s),5,0,0,6,0,0,0,0,0,0,0,0,High,Alexander Bumb,Finance,Active
EMP10610,2,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11,1 critical alert(s); 1 unresolved critical alert(s); 1 lateral-movement alert(s),5,0,3,0,0,2,0,0,1,0,0,0,High,Ojasvi Gour,Hr,Active
EMP10659,2,0,0,2,0,1,0,0,1,0,0,0,2,0,1,11,1 malware/ransomware alert(s); 1 credential-access alert(s); 2 inactive-user event(s),0,0,0,3,0,0,2,0,0,0,6,0,High,Pahal Sethi,Customer Support,Inactive
EMP10720,2,1,0,2,1,0,1,0,0,0,0,0,0,1,1,11,1 critical alert(s); 1 unresolved critical alert(s); 1 PowerShell alert(s); 1 identity review concern(s),5,0,3,0,2,0,0,0,0,0,0,1,High,Victor Chaudhuri,Rd,Active
EMP10965,2,0,2,1,0,1,0,1,0,0,0,0,0,0,1,11,1 malware/ransomware alert(s); 1 lateral-movement alert(s),0,6,0,3,0,2,0,0,0,0,0,0,High,Nisha Walla,Mktg,Active
