full_name,role,user_id,department,location,status,hire_date,termination_date,username,hostname,device_id,manager_username,device_id_conflict,device_user_count
Wakeeta Joshi,Officer,EMP10008,Finance,Regional Office,Active,2022-04-18 16:46:07,,wakeeta.joshi82,LPT-10008,DEV31417,,False,1
Suhani Gupta,Trainee,EMP11575,Sales,,Active,2020-02-03 00:00:00,,suhani.gupta20,VDR-11575,DEV46106,manager633,False,1
Keya Basu,Executive,EMP10316,Legal,Data Center,Active,2025-06-27 18:04:46,,keya.basu50,VDR-10316,DEV80435,,False,1
Mahika Sura,Analyst,EMP10427,Legal,Warehouse,Disabled,2022-12-02 04:23:23,2023-11-12 14:41:25,mahika.sura52,VDR-10427,DEV84978,manager753,False,1
Isaiah Salvi,Director,EMP12167,IT,Branch Office,Active,2023-06-10 12:58:32,,isaiah.salvi78,LPT-12167,,,False,0
Quincy Kunda,Consultant,EMP10105,IT,Regional Office,Active,2025-08-24 00:00:00,,quincy.kunda53,WS-10105,DEV59968,,False,1
Chameli Bajwa,Officer,EMP11476,R&D,,Active,2024-07-03 00:00:00,,chameli.bajwa81,LPT-11476,DEV37204,manager398,False,1
Wishi Balay,Director,EMP10142,Operations,Work From Home,Inactive,2025-02-08 00:00:00,,wishi.balay53,VDR-10142,DEV16743,manager206,False,1
Mason Sarna,Administrator,EMP10121,R&D,Regional Office,Active,2020-08-21 00:00:00,,mason.sarna33,WS-10121,DEV25095,manager331,False,1
Chanakya Raj,Trainee,EMP12443,Legal,Data Center,Active,2023-08-05 15:16:54,,chanakya.raj3,WS-12443,,,False,0
Urvi Golla,Administrator,EMP12951,Innovation,Warehouse,Active,2020-12-21 14:30:38,,urvi.golla88,LPT-12951,DEV29505,,False,1
Kai Chhabra,Executive,EMP11189,Sales,Work From Home,On Leave,2024-04-07 11:29:00,,kai.chhabra30,VDR-11189,DEV31108,manager846,False,1
Balveer Babu,Officer,EMP12023,Brand,Remote,Active,2025-02-24 12:37:00,,balveer.babu77,,DEV27037,manager853,False,1
Eiravati Venkatesh,Engineer,EMP12679,Legal,Head Office,Active,2023-02-28 19:36:00,,eiravati.venkatesh64,WS-12679,DEV70265,manager167,False,1
Yagnesh Solanki,Manager,EMP11459,Legal,Branch Office,Inactive,,2026-03-25 01:44:00,yagnesh.solanki69,LPT-11459,,manager729,False,0
Anay Prabhu,Director,EMP10115,Sales,Work From Home,Active,2024-11-11 21:38:49,,anay.prabhu39,WS-10115,DEV23979,manager402,False,1
Gaurang Cheema,Administrator,EMP12102,Operations,Work From Home,Active,2020-01-24 13:01:03,,gaurang.cheema44,LPT-12102,DEV99712,manager827,False,1
Sara Ganesh,Director,EMP11611,Human Resources,Warehouse,Active,2023-06-20 06:56:02,,sara.ganesh12,VDR-11611,DEV99830,manager585,False,1
Samar Bal,Specialist,EMP12211,Procurement,Data Center,Active,2020-02-17 22:17:34,,samar.bal73,LPT-12211,DEV60910,manager652,False,1
Hemangini Dhaliwal,Manager,EMP12882,Legal,Work From Home,Active,2024-11-24 02:57:54,,hemangini.dhaliwal99,VDR-12882,DEV72341,,False,1
Krishna Gala,Officer,EMP12144,Marketing,Warehouse,Active,,,krishna_gala53,LPT-12144,DEV10044,,False,1
Jagdish Mammen,Engineer,EMP11703,IT,Warehouse,Active,2023-03-14 00:00:00,,jagdish.mammen94,VDR-11703,,manager938,False,0
Darpan Randhawa,Analyst,EMP11913,Sales,Data Center,Active,2025-08-04 03:37:00,,darpan.randhawa69,VDR-11913,,,False,0
Leena Kale,Consultant,EMP10672,Sales,Data Center,Active,2022-10-14 00:05:00,,leena.kale20,VDR-10672,DEV78632,manager992,False,1
Lucky Chand,Executive,EMP12786,Procurement,,Disabled,2026-05-01 00:00:00,,,LPT-12786,DEV53715,manager704,False,1
Fitan Rana,Trainee,EMP11737,Operations,Remote,Disabled,2026-05-24 07:46:27,,fitan.rana52,WS-11737,DEV29350,manager517,False,1
Arunima Sampath,Manager,EMP11616,Operations,Branch Office,Active,2021-07-18 18:59:56,,arunima.sampath73,LPT-11616,DEV93424,manager453,False,1
Fariq Chhabra,Trainee,EMP10591,R&D,,Active,2021-08-12 14:42:42,,fariq.chhabra6,WS-10591,DEV81137,manager656,False,1
Pooja Sani,Officer,EMP12800,Customer Support,Head Office,Active,2025-03-04 05:46:04,,pooja.sani57,LPT-12800,DEV61346,manager192,False,1
Vedant Parmer,Officer,EMP10888,Human Resources,Data Center,Active,2026-02-15 22:12:23,,vedant.parmer66,WS-10888,DEV22384,manager359,False,1
Jagvi Acharya,Officer,EMP11868,R&D,Head Office,Active,2020-09-15 00:00:00,,jagvi.acharya69,WS-11868,DEV97555,manager194,False,1
Hardik Pathak,Engineer,EMP11779,Marketing,Regional Office,Active,2024-09-13 00:00:00,,hardik.pathak18,VDR-11779,,manager917,False,0
Yochana Vyas,Administrator,EMP11972,Sales,Remote,Disabled,2024-04-30 15:26:39,,yochana.vyas99,WS-11972,DEV16822,manager597,False,1
Darpan Tripathi,Executive,EMP10213,Sales,Work From Home,Active,2021-08-12 19:03:23,,darpan.tripathi54,WS-10213,DEV85718,,False,1
Gaurang De,Executive,EMP10778,Operations,Head Office,Inactive,2022-10-26 06:04:30,,gaurang.de59,VDR-10778,DEV81584,manager402,False,1
Anusha Contractor,Specialist,EMP11777,Sales,Branch Office,Active,2022-11-06 19:17:50,,anusha.contractor42,WS-11777,,manager521,False,0
Naveen Bains,Analyst,EMP10800,Finance,Data Center,Active,2021-03-07 21:38:00,,naveen.bains15,WS-10800,,unknown,False,0
Andrew Tiwari,Analyst,EMP11732,Finance,Warehouse,Active,2026-07-18 20:32:35,,andrew.tiwari53,LPT-11732,DEV96063,unknown,False,1
Jai Sehgal,Executive,EMP12355,Human Resources,Head Office,Active,2022-12-29 00:00:00,,jai.sehgal30,LPT-12355,DEV25866,,False,1
Wakeeta Dubey,Engineer,EMP12744,R&D,Head Office,On Leave,2024-07-06 05:05:30,,wakeeta.dubey69,WS-12744,DEV43877,manager378,False,1
Madhav Char,Consultant,EMP12794,People,Work From Home,Active,2025-04-07 15:30:35,,,WS-12794,DEV44153,manager474,False,1
Sanaya Dara,Engineer,EMP11343,IT,Head Office,Active,2024-04-23 07:43:15,,sanaya.dara84,VDR-11343,DEV15046,,False,1
Reva Parsa,Executive,EMP10273,Finance,Regional Office,Active,2024-08-11 00:00:00,,reva.parsa46,VDR-10273,DEV74004,unknown,False,1
Ronith Varkey,Director,EMP10071,Finance,Branch Office,Inactive,2022-04-19 02:48:00,,ronith.varkey59,VDR-10071,,manager651,False,0
Dev Munshi,Manager,EMP12276,Customer Support,Regional Office,Active,2023-12-11 19:42:22,,dev.munshi71,VDR-12276,DEV51018,manager581,False,1
Andrew Date,Engineer,EMP11087,Sales,Regional Office,Active,2024-11-23 13:58:00,,,VDR-11087,DEV11197,manager904,False,1
Kiaan Suri,Officer,EMP10394,Human Resources,Head Office,Inactive,,,kiaan.suri21,WS-10394,DEV87860,manager541,False,1
Peter Johal,Engineer,EMP10583,R&D,,Active,2026-07-23 09:37:34,,peter.johal99,LPT-10583,DEV36106,manager781,False,1
Ojas Bala,Officer,EMP12080,Operations,Remote,Active,2023-05-10 04:33:04,,ojas.bala91,LPT-12080,DEV41037,,False,1
Chatura Char,Consultant,EMP12961,Operations,Regional Office,Active,2021-03-05 00:00:00,,chatura.char56,LPT-12961,DEV98510,manager858,False,1
Irya Prakash,Consultant,EMP10500,Sales,Branch Office,Disabled,2021-03-18 14:13:24,,irya.prakash40,WS-10500,DEV94663,manager358,False,1
Caleb Pandit,Administrator,EMP12098,Compliance,Work From Home,Disabled,,,caleb.pandit47,LPT-12098,DEV37788,unknown,False,1
Bina Sem,Manager,EMP12291,Sales,Work From Home,Active,2026-04-23 22:08:18,,bina.sem68,LPT-12291,DEV44559,manager382,False,1
Harinakshi Badami,Manager,EMP12823,Customer Support,Head Office,Active,2021-01-10 05:40:57,,harinakshi.badami29,VDR-12823,DEV12135,manager709,False,1
Hardik Kata,Officer,EMP11567,Human Resources,Branch Office,Active,2025-10-15 00:00:00,,hardik.kata71,WS-11567,,manager117,False,0
Kashish Chaudhari,Executive,EMP11259,Human Resources,Data Center,Active,2023-12-02 19:13:47,,kashish.chaudhari74,,,manager129,False,0
Ekaraj Nagar,Trainee,EMP11714,Sales,Head Office,Active,2021-04-19 04:58:23,,ekaraj.nagar7,LPT-11714,,,False,0
Chakrika Mittal,Officer,EMP12091,Sales,Head Office,Active,2025-08-28 12:42:58,,chakrika.mittal44,,DEV33440,,False,1
Ekapad Chacko,Officer,EMP10205,Operations,Remote,Active,2024-09-07 09:42:47,,ekapad.chacko29,LPT-10205,DEV42847,,False,1
Vivaan Choudhry,Director,EMP10733,IT,Head Office,Active,2023-11-25 02:34:16,,vivaan.choudhry44,LPT-10733,DEV95701,unknown,False,1
Balveer Bandi,Manager,EMP11867,Finance,Work From Home,Active,2026-07-07 21:05:02,,balveer.bandi35,WS-11867,,,False,0
Tanveer Reddy,Director,EMP10526,IT,Warehouse,Inactive,2025-12-07 00:00:00,2026-03-06 14:59:00,tanveer.reddy70,WS-10526,,unknown,False,0
Balhaar Chahal,Executive,EMP11467,IT,,Active,,,balhaar.chahal52,WS-11467,DEV95576,,False,1
Udyati Sagar,Consultant,EMP10898,IT,Head Office,Disabled,2023-09-03 12:26:00,,udyati.sagar51,LPT-10898,DEV92629,,False,1
Balvan Sodhi,Officer,EMP10377,Sales,,Disabled,,2026-05-18 15:21:07,,LPT-10377,DEV60134,manager679,False,1
Mekhala Devan,Manager,EMP12428,Finance,Branch Office,Active,2020-07-17 00:00:00,,mekhala.devan19,LPT-12428,DEV12242,manager267,False,1
Urmi Dey,Consultant,EMP12764,Customer Support,Remote,Active,2021-09-05 21:02:00,,urmi.dey32,VDR-12764,DEV62437,unknown,False,1
Yochana Goda,Executive,EMP12870,R&D,Branch Office,Active,,,yochana_goda80,WS-12870,DEV25640,manager244,False,1
Ikshita Bains,Director,EMP10386,Finance,Work From Home,Active,2021-06-25 05:29:32,,ikshita.bains18,VDR-10386,,manager675,False,0
Ansh Barad,Engineer,EMP10198,Innovation,Head Office,Active,,,ansh.barad37,LPT-10198,DEV19706,manager189,False,1
Radhika Uppal,Specialist,EMP11050,Legal,Branch Office,Inactive,2026-07-24 06:05:14,,radhika.uppal16,,,unknown,False,0
Aarav Rajagopalan,Trainee,EMP10590,Operations,Regional Office,Active,2023-01-17 18:54:15,,aarav.rajagopalan83,LPT-10590,DEV12798,manager356,False,1
Joshua Modi,Analyst,EMP10519,Sales,Branch Office,Active,2025-05-09 21:56:10,,joshua.modi3,VDR-10519,DEV87640,manager686,False,1
Faqid Shukla,Executive,EMP12087,Sales,Head Office,Active,2026-05-27 10:23:11,,faqid.shukla15,VDR-12087,DEV70338,manager154,False,1
Dalbir Kale,Analyst,EMP12107,Human Resources,,Active,2020-11-07 20:39:00,,dalbir_kale66,LPT-12107,DEV64076,manager382,False,1
Dominic Sood,Executive,EMP10429,Customer Support,Regional Office,Active,2023-01-08 19:51:01,,dominic.sood93,WS-10429,DEV95778,manager992,False,1
Dipta Muni,Director,EMP11083,R&D,,On Leave,2024-08-29 09:35:05,,dipta.muni23,VDR-11083,DEV30865,manager532,False,1
Tanveer Dutt,Consultant,EMP10207,Procurement,Work From Home,Disabled,2020-03-29 03:40:00,2025-09-12 00:00:00,tanveer.dutt80,VDR-10207,DEV15399,,False,1
Lekha Wadhwa,Engineer,EMP10491,Human Resources,Regional Office,Inactive,,2024-06-25 07:54:00,lekha.wadhwa81,VDR-10491,DEV37941,manager819,False,1
Hemang Desai,Executive,EMP11425,Finance,Work From Home,Active,,,hemang.desai79,LPT-11425,DEV20855,manager752,False,1
Aryan Talwar,Administrator,EMP12998,Human Resources,Warehouse,Active,2022-05-29 00:28:00,,aryan.talwar5,LPT-12998,DEV23596,manager827,False,1
Zayan Khanna,Specialist,EMP10792,Operations,,Inactive,2025-05-05 02:46:00,2025-08-05 23:58:49,zayan.khanna77,VDR-10792,DEV67156,manager850,False,1
Mohini Kaul,Executive,EMP12618,Finance,Branch Office,Inactive,2025-01-01 00:00:00,2025-10-26 00:00:00,mohini.kaul61,VDR-12618,DEV88082,manager602,False,1
Christopher Chaudhary,Engineer,EMP11186,Customer Support,,Inactive,2025-12-23 01:53:21,,christopher.chaudhary51,WS-11186,DEV56640,manager439,False,1
Abhiram Iyengar,Analyst,EMP11185,IT,Remote,Active,2023-01-13 01:41:15,,abhiram.iyengar62,LPT-11185,DEV50449,unknown,False,1
Keya Khatri,Consultant,EMP12344,Human Resources,Head Office,Active,,,keya.khatri85,WS-12344,DEV45083,,False,1
Vasudha Dass,Executive,EMP11432,IT,Work From Home,Active,2023-12-01 06:07:00,,vasudha.dass81,LPT-11432,DEV38511,manager841,False,1
Manan Choudhary,Manager,EMP12739,R&D,Warehouse,Active,2026-07-18 15:25:25,,manan.choudhary21,LPT-12739,,manager923,False,0
Hemang Pingle,Manager,EMP10083,R&D,,Active,2024-11-27 00:00:00,,hemang.pingle33,,DEV62521,manager154,False,1
Varenya Gala,Executive,EMP12441,Supply Chain,,Disabled,2026-03-21 00:00:00,,varenya.gala92,VDR-12441,DEV80852,,False,1
Christopher Sandhu,Executive,EMP12641,Innovation,Data Center,Active,,,christopher.sandhu42,LPT-12641,,manager869,False,0
Pranit Raja,Consultant,EMP10020,Human Resources,Head Office,Active,2021-11-15 00:00:00,,pranit.raja29,VDR-10020,DEV82603,manager824,False,1
Yash Madan,Director,EMP12643,Legal,,Active,2023-03-18 01:34:16,,yash.madan58,LPT-12643,,manager247,False,0
Nicholas Thakur,Trainee,EMP12821,Operations,Remote,Active,2022-04-29 06:46:35,,nicholas.thakur60,VDR-12821,DEV52163,,False,1
Yug Modi,Officer,EMP11405,Brand,Remote,Active,2021-05-30 00:00:00,,yug.modi93,VDR-11405,DEV58710,manager635,False,1
Girindra Goyal,Director,EMP12058,Sales,Data Center,Active,2022-06-28 06:55:18,,girindra.goyal89,VDR-12058,DEV67811,manager253,False,1
Azad Dara,Director,EMP12775,R&D,,On Leave,2022-08-05 11:26:00,,azad.dara84,VDR-12775,DEV18826,manager777,False,1
Orinder Sachdev,Director,EMP12057,Procurement,,Inactive,2024-03-04 00:00:00,,orinder.sachdev68,VDR-12057,DEV91259,manager970,False,1
Varenya Wali,Officer,EMP10973,IT,Head Office,Active,2025-04-01 21:22:17,,varenya.wali14,WS-10973,,,False,0
Dayita Kannan,Analyst,EMP12874,IT,Head Office,Active,2024-06-06 00:00:00,,dayita.kannan36,WS-12874,DEV78652,,False,1
Daniel Rattan,Consultant,EMP10883,Finance,Regional Office,Active,2024-03-01 04:56:22,,daniel.rattan78,LPT-10883,,manager497,False,0
Rajeshri Uppal,Manager,EMP11098,Human Resources,Warehouse,Inactive,2021-06-17 03:39:43,,rajeshri_uppal5,WS-11098,DEV57652,manager773,True,2
Laban Muni,Officer,EMP10156,Customer Support,Branch Office,Active,2025-06-28 07:42:58,,laban.muni15,WS-10156,DEV56019,,False,1
Indrajit Sangha,Manager,EMP12348,IT,,Active,2026-03-14 19:30:21,,indrajit.sangha86,VDR-12348,DEV75028,manager253,False,1
Veda Dani,Trainee,EMP10886,Finance,Warehouse,Active,2022-06-22 04:23:18,,veda_dani92,VDR-10886,,manager181,False,0
Mitali Madan,Consultant,EMP12477,Procurement,Warehouse,Active,,,mitali.madan32,WS-12477,DEV98487,,False,1
Megha Sant,Director,EMP12979,Sales,Data Center,Active,2022-11-18 11:23:00,,megha.sant38,,DEV29757,manager260,False,1
Shivansh Bail,Director,EMP12554,Finance,,Active,2021-11-28 23:03:57,,shivansh.bail27,VDR-12554,DEV56284,unknown,False,1
Avi Kant,Manager,EMP11596,Legal,Work From Home,Active,2020-09-12 10:08:00,,avi.kant18,VDR-11596,DEV48523,,False,1
Ira Shukla,Director,EMP11945,Human Resources,,Active,2021-03-15 15:04:00,,ira.shukla68,LPT-11945,DEV30297,manager733,False,1
Neel Kade,Manager,EMP12339,Human Resources,Warehouse,Active,2024-03-07 21:29:56,,neel.kade32,LPT-12339,DEV45593,manager947,False,1
Maya Bava,Manager,EMP12730,R&D,Warehouse,Active,2023-07-30 20:25:24,,maya.bava52,LPT-12730,DEV33990,manager978,False,1
Christopher Khanna,Analyst,EMP10458,Supply Chain,,Active,2023-12-29 00:43:09,,christopher.khanna72,VDR-10458,DEV30568,,False,1
Darsh Deshpande,Consultant,EMP12016,IT,Work From Home,Active,2020-09-19 01:46:43,,darsh.deshpande19,LPT-12016,DEV59298,manager275,False,1
Dakshesh Joshi,Administrator,EMP10078,R&D,Remote,Active,2021-08-21 08:07:32,,dakshesh_joshi90,WS-10078,DEV40217,manager860,False,1
Yashoda Chada,Specialist,EMP11056,Legal,Remote,Active,2026-03-10 17:40:16,,yashoda_chada85,VDR-11056,DEV63950,,False,1
Libni Dave,Engineer,EMP10906,Marketing,Branch Office,On Leave,2023-01-19 00:00:00,,libni.dave64,VDR-10906,DEV16166,unknown,False,1
Chaitaly Prashad,Trainee,EMP12282,Marketing,Remote,Active,2026-05-17 00:18:37,,chaitaly.prashad36,VDR-12282,DEV37711,,False,1
Ethan Babu,Director,EMP12778,Operations,Remote,Inactive,2021-02-24 00:00:00,2021-04-01 01:22:10,,LPT-12778,DEV97441,manager826,False,1
Thomas Barad,Officer,EMP10380,Marketing,Work From Home,Active,2021-11-12 16:30:48,,thomas.barad31,VDR-10380,,manager916,False,0
Vansha Choudhury,Trainee,EMP10947,Sales,Warehouse,Inactive,,2026-03-30 19:17:00,vansha.choudhury76,VDR-10947,DEV60469,manager167,False,1
Ridhi Kota,Consultant,EMP12148,Sales,Regional Office,Disabled,2021-09-27 00:00:00,2022-08-29 00:02:25,ridhi.kota93,VDR-12148,DEV93898,manager586,False,1
Harita Divan,Specialist,EMP12768,Procurement,Branch Office,Active,2020-08-13 00:00:00,,harita.divan53,LPT-12768,DEV60309,unknown,False,1
Forum Vyas,Director,EMP10715,Procurement,Data Center,Active,2025-01-03 02:27:52,,forum.vyas33,VDR-10715,DEV41692,unknown,False,1
Aayush Sha,Executive,EMP12037,R&D,Remote,On Leave,2021-06-17 22:36:00,,aayush.sha44,WS-12037,,manager703,False,0
Rajeshri Shah,Officer,EMP10686,Sales,,Active,2021-10-08 23:21:40,,rajeshri.shah80,,DEV60307,unknown,False,1
Yashvi Chatterjee,Engineer,EMP12644,Human Resources,Remote,On Leave,2023-05-30 12:16:53,,yashvi.chatterjee62,LPT-12644,,manager808,False,0
Upasna Gade,Analyst,EMP11293,Marketing,Work From Home,Active,2020-12-22 09:18:46,,upasna.gade39,WS-11293,DEV91744,manager256,False,1
Raagini Naidu,Engineer,EMP10305,Procurement,Data Center,Active,2025-10-12 07:19:46,,raagini.naidu75,WS-10305,,manager612,False,0
Anirudh Kaul,Engineer,EMP10209,R&D,Work From Home,Active,2020-08-14 17:15:00,,anirudh.kaul39,VDR-10209,DEV63227,manager261,False,1
Indali Walla,Analyst,EMP11584,Compliance,Warehouse,Disabled,2025-06-19 17:31:41,,indali.walla86,LPT-11584,DEV87377,manager220,False,1
Ryan Warrior,Officer,EMP12289,Procurement,Branch Office,Active,2025-07-17 22:50:37,,ryan.warrior13,LPT-12289,DEV19311,manager712,False,1
Tara Dash,Manager,EMP10885,Legal,Head Office,On Leave,2025-10-02 15:01:28,,tara.dash81,VDR-10885,DEV54793,manager802,False,1
Edhitha Bala,Executive,EMP11739,Customer Support,Head Office,Inactive,,2026-01-16 00:00:00,edhitha.bala97,WS-11739,DEV76368,manager951,False,1
Abha Chaudhary,Specialist,EMP10917,Finance,Head Office,Inactive,2022-07-07 00:00:00,2026-04-13 19:11:21,abha.chaudhary85,VDR-10917,DEV96554,manager666,False,1
Harita Padmanabhan,Trainee,EMP11775,Finance,Remote,Inactive,2024-07-13 03:54:26,,harita.padmanabhan74,LPT-11775,DEV74182,manager746,False,1
Jeremiah Sastry,Director,EMP11769,IT,Head Office,Active,,,jeremiah.sastry53,WS-11769,,manager482,False,0
Banjeet Baral,Consultant,EMP10191,Human Resources,,Active,2026-02-07 00:00:00,,banjeet.baral14,WS-10191,DEV50173,manager806,False,1
Gautami Johal,Director,EMP11860,Sales,,On Leave,2022-04-30 03:40:56,,gautami.johal58,WS-11860,DEV16260,manager659,False,1
Turvi Chada,Engineer,EMP12103,IT,Head Office,Active,2023-06-13 23:15:15,,,LPT-12103,DEV12209,unknown,False,1
Gayathri Mangal,Manager,EMP11265,Legal,Branch Office,Active,2021-06-15 08:51:18,,gayathri.mangal51,VDR-11265,DEV45162,,False,1
Theodore Oommen,Trainee,EMP10483,Operations,,Active,2022-09-29 00:00:00,,theodore.oommen1,LPT-10483,DEV15235,manager892,False,1
Daksh Chaudhry,Consultant,EMP10915,Customer Support,Head Office,Active,2026-02-07 14:03:10,,daksh.chaudhry59,WS-10915,DEV29082,unknown,False,1
Aadhya Saraf,Director,EMP12678,Procurement,Remote,Active,2020-06-24 08:36:29,,aadhya.saraf43,VDR-12678,DEV88793,manager348,False,1
Januja Gera,Officer,EMP10277,Marketing,Remote,Disabled,2025-09-25 03:32:00,2025-12-03 18:25:40,januja.gera68,LPT-10277,DEV75826,manager198,False,1
Kalpit Savant,Engineer,EMP10988,Operations,Remote,Active,2023-03-02 20:26:50,,kalpit_savant15,WS-10988,,manager639,False,0
Gautami Batra,Executive,EMP11697,Sales,Remote,On Leave,2021-12-12 06:00:43,,gautami.batra90,VDR-11697,DEV85009,manager724,False,1
Darpan Koshy,Consultant,EMP12018,IT,Warehouse,Active,2023-06-12 02:07:06,,darpan.koshy47,WS-12018,DEV23749,manager850,False,1
Idika Dhawan,Manager,EMP12950,Sales,Remote,Active,2026-04-14 19:08:41,,idika.dhawan31,WS-12950,,manager482,False,0
Amol Saran,Officer,EMP10571,Legal,Regional Office,Active,2022-12-14 14:44:40,,amol.saran73,,DEV79964,manager332,False,1
Kalpit Das,Administrator,EMP11435,Innovation,,Active,,,kalpit.das34,,DEV56550,unknown,False,1
Bhanumati Raja,Officer,EMP10993,R&D,,Active,2024-06-20 14:18:21,,bhanumati.raja48,LPT-10993,DEV52182,manager832,False,1
Naveen Dubey,Administrator,EMP11497,Sales,,Active,2023-10-31 00:00:00,,naveen.dubey63,WS-11497,,manager681,False,0
Zayan Kakar,Consultant,EMP11494,IT,Data Center,Active,2023-09-29 04:11:36,,zayan.kakar93,VDR-11494,DEV77051,manager227,False,1
Jagdish Reddy,Administrator,EMP10585,Human Resources,Data Center,Active,2020-06-10 19:55:34,,jagdish.reddy67,VDR-10585,,,False,0
Nicholas Aggarwal,Specialist,EMP11748,Procurement,Data Center,Active,2025-10-10 22:39:00,,nicholas.aggarwal55,VDR-11748,DEV90583,manager132,False,1
Widisha Basak,Manager,EMP11349,IT,Warehouse,Active,2026-04-24 10:46:03,,widisha.basak76,LPT-11349,,manager695,False,0
Pushti Bhatia,Administrator,EMP11007,Customer Support,Remote,Active,2020-04-10 01:40:34,,pushti.bhatia89,VDR-11007,DEV13046,,False,1
Tripti Iyengar,Administrator,EMP10674,IT,,Inactive,2022-11-01 11:53:00,2023-01-12 00:00:00,tripti.iyengar15,VDR-10674,DEV87894,manager884,False,1
Chakradev Vyas,Director,EMP11832,R&D,Head Office,Disabled,2022-03-11 11:12:03,2023-06-14 00:00:00,chakradev.vyas39,VDR-11832,DEV49366,manager964,True,2
Manthan Peri,Analyst,EMP10855,Finance,Data Center,Active,2024-11-23 23:27:00,,manthan.peri83,LPT-10855,DEV92352,manager261,False,1
Tristan Nazareth,Trainee,EMP10447,Procurement,Branch Office,Active,2026-02-26 00:00:00,,tristan_nazareth15,LPT-10447,DEV77070,manager362,False,1
Amrita Hayer,Administrator,EMP11776,Brand,Remote,Active,2022-08-30 14:49:16,,amrita.hayer9,WS-11776,DEV87913,,False,1
Yashica Pandey,Officer,EMP11723,Sales,Head Office,Active,2021-07-16 02:18:32,,yashica.pandey33,WS-11723,DEV11620,unknown,False,1
Yochana Pai,Manager,EMP12330,Legal,,Active,2021-08-05 08:21:25,,yochana.pai61,VDR-12330,DEV70177,manager609,False,1
Ishita Bhatt,Consultant,EMP12757,Marketing,Warehouse,Inactive,2020-09-09 00:00:00,,ishita_bhatt24,VDR-12757,,,False,0
Yashawini Chawla,Analyst,EMP12457,Compliance,,Disabled,2020-04-07 00:00:00,2021-06-15 02:12:00,yashawini.chawla66,LPT-12457,DEV25501,,False,1
Gautam Sastry,Manager,EMP12503,Customer Support,Work From Home,Active,2024-03-07 14:37:27,,gautam.sastry56,LPT-12503,DEV85775,unknown,False,1
Tejas Swamy,Trainee,EMP12753,Finance,Regional Office,Active,2024-08-04 05:09:25,,tejas.swamy73,,DEV21641,manager706,False,1
Riya Khare,Director,EMP11247,Operations,Head Office,Active,2020-05-26 06:00:01,,riya.khare41,VDR-11247,DEV51048,manager813,False,1
Ekavir Natarajan,Executive,EMP10294,R&D,Head Office,Active,2022-07-20 07:08:00,,ekavir.natarajan35,LPT-10294,,manager178,False,0
Gaurav Kibe,Trainee,EMP10588,Finance,Head Office,Active,2026-06-17 20:54:38,,gaurav.kibe32,VDR-10588,DEV91087,manager161,False,1
Amol Talwar,Analyst,EMP11281,IT,Remote,Inactive,,2026-08-27 17:34:00,amol.talwar85,LPT-11281,DEV55903,manager188,False,1
Vyanjana Chopra,Specialist,EMP11518,Marketing,,Active,2021-04-30 21:06:50,,vyanjana.chopra88,VDR-11518,,manager505,False,0
Faris Rama,Executive,EMP12183,R&D,,Active,2025-10-29 11:29:00,,faris.rama22,LPT-12183,DEV82756,manager174,False,1
Ekiya Andra,Manager,EMP12244,Operations,,Active,2026-03-19 22:57:58,,ekiya_andra99,WS-12244,DEV92436,manager714,False,1
Ekavir Karan,Director,EMP12982,Human Resources,,Active,,,ekavir.karan53,VDR-12982,DEV29282,manager342,False,1
Faris Agarwal,Consultant,EMP11417,R&D,Remote,Active,2025-02-23 20:28:43,,faris.agarwal50,VDR-11417,DEV51546,,False,1
Shivani Bajaj,Administrator,EMP10425,Marketing,Branch Office,Active,2020-06-25 00:00:00,,shivani.bajaj36,LPT-10425,DEV77802,unknown,False,1
Liam Sidhu,Engineer,EMP10534,People,Warehouse,Disabled,2025-03-22 17:02:00,2025-05-02 03:23:02,liam.sidhu21,WS-10534,DEV54359,manager751,False,1
Leela Gill,Manager,EMP11054,IT,Work From Home,Active,2023-04-09 03:02:38,,leela.gill21,LPT-11054,DEV94462,manager700,False,1
Benjamin Sama,Administrator,EMP12375,Legal,,Active,2021-11-25 05:20:00,,benjamin.sama73,LPT-12375,DEV29448,manager942,False,1
Sai Sani,Analyst,EMP12581,Finance,Warehouse,Inactive,2024-03-23 00:00:00,2025-08-10 06:05:00,sai.sani51,WS-12581,,,False,0
Triya Singh,Specialist,EMP11840,Operations,Head Office,Inactive,,2025-04-15 03:52:43,triya.singh47,LPT-11840,DEV31655,manager140,False,1
Eiravati Prabhu,Executive,EMP10132,Marketing,,Active,2023-01-18 00:28:00,,eiravati.prabhu70,VDR-10132,DEV13379,,False,1
Damini Loke,Analyst,EMP11956,Customer Support,Warehouse,Active,2025-05-14 01:20:41,,damini.loke16,LPT-11956,DEV41600,manager604,False,1
Anmol Solanki,Manager,EMP12602,Human Resources,Head Office,Active,2021-08-30 00:00:00,,anmol.solanki37,VDR-12602,DEV90276,manager182,False,1
Omya Tailor,Trainee,EMP10421,IT,Branch Office,Active,2020-01-27 07:06:00,,omya.tailor99,,DEV32701,manager722,False,1
Jasmit Madan,Manager,EMP12740,R&D,,Active,2022-08-14 19:14:05,,jasmit_madan30,VDR-12740,DEV10796,manager275,False,1
Ikbal Dewan,Consultant,EMP12104,R&D,Data Center,Active,,,ikbal.dewan73,WS-12104,DEV91645,manager897,False,1
